Timestamp,Edge Device 1,Edge Device 2,Edge Device 3,Edge Device 4,Edge Device 5,Edge Device 6,Edge Device 7,Edge Device 8,Edge Device 9,Edge Device 10
1804011558,115,538,5,137,1,56,42,91,107,3
1804011559,118,548,5,135,1,52,40,81,118,3
1804011600,117,540,5,133,1,44,39,82,113,2
1804011601,106,527,6,131,1,50,39,83,117,2
1804011602,110,536,6,133,1,52,42,94,114,2
1804011603,111,536,7,131,1,56,43,97,114,2
1804011604,111,536,8,140,1,57,40,88,119,2
1804011605,111,551,9,146,0,58,41,82,119,2
1804011606,125,553,9,139,0,66,42,86,116,2
1804011607,124,557,8,133,0,63,41,88,112,2
1804011608,120,562,9,137,0,61,42,91,117,2
1804011609,117,571,9,138,0,58,43,101,125,2
1804011610,119,555,9,138,0,66,44,98,125,2
1804011611,118,566,11,139,0,64,45,96,118,2
1804011612,113,557,12,134,0,63,43,99,108,2
1804011613,118,553,11,138,0,64,43,99,103,2
1804011614,115,562,11,141,1,58,44,103,108,2
1804011615,123,573,11,141,1,60,44,107,108,2
1804011616,121,572,12,141,1,58,45,105,107,2
1804011617,122,568,11,146,0,59,44,106,114,2
1804011618,127,567,11,147,0,63,43,101,125,2
1804011619,128,566,10,152,0,61,43,101,122,2
1804011620,132,567,9,149,0,59,44,98,120,2
1804011621,125,569,10,144,0,55,42,112,121,2
1804011622,124,551,10,137,0,56,45,108,127,2
1804011623,127,551,10,137,0,53,48,107,116,2
1804011624,125,539,10,141,0,50,46,109,126,2
1804011625,123,535,9,135,0,49,49,105,126,2
1804011626,122,560,10,145,0,58,50,102,126,2
1804011627,123,554,10,143,0,56,48,102,129,2
1804011628,120,562,9,148,0,53,50,96,124,2
1804011629,122,542,10,144,0,54,50,97,125,2
1804011630,127,538,10,139,0,53,47,99,129,2
1804011631,127,536,10,139,0,54,47,95,131,2
1804011632,128,529,10,140,0,63,44,104,139,2
1804011633,123,528,10,137,0,62,43,112,143,2
1804011634,131,525,11,141,0,58,45,109,136,2
1804011635,133,529,11,151,0,54,47,99,133,2
1804011636,129,520,11,151,0,52,48,98,127,2
1804011637,130,520,10,153,0,55,47,95,125,2
1804011638,131,506,9,151,0,58,46,100,129,2
1804011639,126,518,9,150,0,64,46,101,121,2
1804011640,127,521,10,155,0,59,48,96,118,2
1804011641,122,526,9,146,0,58,48,95,122,2
1804011642,135,537,9,139,0,52,50,95,128,2
1804011643,137,521,9,133,0,54,49,97,125,2
1804011644,127,518,10,130,0,56,48,102,130,2
1804011645,136,520,10,125,0,53,48,101,125,3
1804011646,132,528,10,127,0,54,49,99,118,3
1804011647,129,543,10,121,0,58,46,106,114,3
1804011648,133,553,11,123,0,54,49,109,114,3
1804011649,134,563,10,116,0,58,48,99,115,3
1804011650,133,559,11,128,0,51,47,105,115,3
1804011651,143,572,11,128,0,59,49,108,113,3
1804011652,137,551,11,135,0,59,48,116,112,4
1804011653,133,572,13,141,0,57,48,117,106,3
1804011654,129,559,13,138,0,62,48,112,103,3
1804011655,126,563,13,135,0,66,47,110,107,3
1804011656,126,560,13,131,0,66,51,110,108,3
1804011657,119,515,12,128,0,63,45,94,105,3
1804011658,129,513,11,127,0,57,45,99,100,3
1804011659,134,555,13,141,0,65,48,107,114,3
1804011700,135,566,12,142,0,63,51,106,111,3
1804011701,140,577,12,135,0,63,49,100,101,3
1804011702,132,567,12,133,0,64,47,103,101,3
1804011703,134,561,11,129,0,57,47,103,103,3
1804011704,140,542,10,138,1,49,45,99,101,3
1804011705,145,541,9,134,1,54,43,96,96,3
1804011706,148,556,9,136,1,51,43,97,96,3
1804011707,145,566,10,133,1,49,43,98,90,3
1804011708,146,572,9,132,1,51,43,107,90,3
1804011709,137,576,8,130,1,49,48,111,91,3
1804011710,133,591,9,136,0,53,46,109,90,3
1804011711,136,588,9,132,0,54,44,105,90,3
1804011712,140,588,9,130,0,53,50,120,93,3
1804011713,136,572,10,130,0,53,53,119,91,3
1804011714,131,565,9,134,0,62,50,127,94,3
1804011715,130,570,10,131,0,64,49,125,93,3
1804011716,126,568,9,123,0,64,46,123,94,3
1804011717,128,565,10,129,0,65,47,134,92,3
1804011718,126,568,10,127,0,65,48,126,92,2
1804011719,125,552,10,125,0,56,50,128,99,2
1804011720,127,549,11,126,0,57,51,125,101,3
1804011721,126,523,10,125,0,60,50,121,103,2
1804011722,136,515,10,133,0,61,50,120,96,2
1804011723,139,505,6,134,0,63,51,120,96,2
1804011724,141,511,8,127,0,65,54,123,108,2
1804011725,144,525,9,127,0,62,51,127,111,2
1804011726,140,514,9,128,0,58,54,123,111,2
1804011727,143,534,8,137,0,57,55,124,108,3
1804011728,144,523,8,136,0,62,51,126,109,3
1804011729,139,519,8,140,0,60,52,122,109,3
1804011730,145,532,8,135,0,57,54,125,108,3
1804011731,141,530,8,130,0,57,52,128,105,4
1804011732,144,529,8,128,0,53,52,127,105,4
1804011733,129,536,6,132,0,58,50,124,100,4
1804011734,123,527,6,129,0,58,51,121,100,4
1804011735,126,534,6,136,0,60,52,120,98,3
1804011736,133,522,6,134,0,54,50,121,88,2
1804011737,136,527,7,137,0,58,49,123,89,2
1804011738,140,521,7,131,0,56,48,114,93,2
1804011739,143,538,6,131,0,59,50,109,91,2
1804011740,134,534,6,138,0,60,50,121,91,2
1804011741,130,530,7,123,1,66,51,120,93,2
1804011742,133,529,7,126,1,67,55,121,93,2
1804011743,132,552,10,125,1,65,56,127,97,3
1804011744,137,567,10,132,1,64,56,129,98,3
1804011745,135,558,10,127,1,50,58,128,102,3
1804011746,130,560,9,125,1,47,57,126,98,3
1804011747,133,557,9,122,0,46,58,123,103,3
1804011748,133,547,10,130,0,52,55,130,100,3
1804011749,132,535,9,132,0,47,61,115,100,2
1804011750,130,546,10,135,0,51,62,112,95,2
1804011751,130,548,9,137,0,56,61,113,95,2
1804011752,125,531,11,145,1,47,64,109,95,2
1804011753,114,545,11,143,1,49,62,104,92,2
1804011754,127,538,10,142,1,43,59,107,94,2
1804011755,125,550,8,135,1,45,57,107,89,3
1804011756,134,545,9,133,1,46,55,104,90,3
1804011757,142,544,9,135,1,55,55,109,83,4
1804011758,151,543,9,134,2,51,57,106,90,3
1804011759,150,541,8,135,2,61,52,100,89,3
1804011800,146,539,7,135,2,64,51,97,92,4
1804011801,146,551,7,139,2,61,53,98,84,4
1804011802,153,537,7,142,2,64,55,102,84,3
1804011803,151,544,8,149,2,48,56,103,89,3
1804011804,139,536,9,145,2,51,54,104,91,3
1804011805,145,520,9,144,1,52,52,111,94,3
1804011806,136,516,8,131,1,57,50,112,97,3
1804011807,134,524,7,132,0,61,53,112,98,3
1804011808,142,526,7,127,0,55,56,110,111,3
1804011809,144,518,7,131,0,54,52,107,122,3
1804011810,141,512,5,129,0,55,53,104,117,3
1804011811,136,520,5,129,0,58,55,116,124,3
1804011812,137,523,6,126,0,57,56,112,136,4
1804011813,132,522,6,119,0,54,58,107,130,4
1804011814,133,526,6,130,0,60,55,103,122,3
1804011815,133,509,7,126,0,67,56,108,113,4
1804011816,143,506,7,129,0,64,57,106,110,4
1804011817,142,512,7,124,0,68,57,101,106,4
1804011818,141,521,5,128,0,67,55,105,109,4
1804011819,142,537,5,126,0,63,57,107,115,4
1804011820,138,545,5,125,0,56,54,104,113,4
1804011821,140,557,6,130,0,52,53,104,116,5
1804011822,132,560,7,129,0,53,51,101,114,5
1804011823,129,556,6,129,1,57,54,98,111,4
1804011824,131,540,8,133,1,60,55,101,116,4
1804011825,143,544,7,133,1,55,54,104,121,4
1804011826,142,526,8,130,1,56,51,103,118,4
1804011827,143,524,8,126,1,52,52,106,114,4
1804011828,148,531,8,124,0,49,53,109,123,4
1804011829,144,542,10,129,0,48,53,104,122,4
1804011830,148,540,10,133,0,52,49,99,115,3
1804011831,136,543,10,129,0,56,50,104,111,3
1804011832,137,536,8,126,0,56,49,107,111,2
1804011833,135,541,9,122,0,61,50,115,110,3
1804011834,131,537,9,114,0,61,51,112,108,2
1804011835,126,535,8,111,0,63,52,114,106,1
1804011836,130,534,8,113,0,63,54,117,108,1
1804011837,133,537,7,110,0,60,52,112,98,2
1804011838,129,536,7,105,0,60,50,109,100,2
1804011839,135,523,8,108,0,62,48,107,105,1
1804011840,137,522,7,114,0,62,47,107,94,1
1804011841,145,512,6,123,0,54,45,109,95,1
1804011842,148,513,6,125,1,52,46,97,96,3
1804011843,145,517,5,122,1,48,46,95,93,2
1804011844,151,506,6,125,1,53,46,99,93,2
1804011845,142,515,6,130,0,54,46,96,96,2
1804011846,134,512,6,130,0,51,47,91,95,1
1804011847,135,513,7,126,0,46,48,94,106,1
1804011848,131,510,8,136,0,47,49,91,109,1
1804011849,136,508,8,131,1,47,49,89,103,1
1804011850,134,503,8,128,1,48,48,95,102,2
1804011851,150,494,8,122,1,46,47,92,102,2
1804011852,144,498,7,114,0,43,52,91,93,2
1804011853,148,505,6,117,0,42,52,89,88,2
1804011854,139,511,6,117,0,45,49,93,91,2
1804011855,147,509,6,123,0,42,49,92,100,2
1804011856,147,514,5,137,0,46,43,88,106,2
1804011857,146,497,5,136,0,47,44,91,105,1
1804011858,140,514,5,133,0,48,42,86,103,2
1804011859,149,516,6,126,0,47,43,95,107,1
1804011900,146,517,5,128,0,46,42,103,106,1
1804011901,136,523,5,127,0,42,42,101,102,2
1804011902,140,513,5,132,0,48,42,100,100,1
1804011903,142,520,6,132,0,43,43,104,101,1
1804011904,133,529,6,136,0,42,47,110,106,1
1804011905,133,522,6,131,0,47,47,106,111,1
1804011906,129,509,7,122,0,50,51,101,114,1
1804011907,129,512,7,129,0,57,52,97,115,1
1804011908,124,508,8,134,0,59,52,98,114,1
1804011909,124,493,9,130,0,60,52,94,114,1
1804011910,126,497,9,131,0,55,51,91,110,1
1804011911,121,482,10,132,0,53,51,91,114,1
1804011912,121,495,9,136,0,53,50,91,111,1
1804011913,116,503,9,141,1,50,49,87,104,1
1804011914,123,505,8,143,1,51,53,96,111,1
1804011915,120,489,7,147,1,52,52,97,102,1
1804011916,129,496,7,143,1,55,50,100,97,1
1804011917,136,496,7,137,1,55,48,93,96,2
1804011918,135,479,6,138,0,60,49,84,97,2
1804011919,132,472,6,139,1,53,47,84,94,2
1804011920,128,495,6,143,1,65,47,84,90,2
1804011921,132,492,6,143,1,64,47,85,85,2
1804011922,136,495,7,148,1,55,46,89,86,2
1804011923,122,501,6,155,1,51,48,91,82,2
1804011924,124,501,6,152,1,48,50,86,82,2
1804011925,122,496,8,151,1,51,51,83,84,2
1804011926,121,485,7,151,1,53,47,95,82,2
1804011927,120,497,7,155,1,52,47,88,78,2
1804011928,115,500,7,158,1,46,47,88,84,2
1804011929,113,499,7,154,1,40,47,98,86,2
1804011930,115,504,5,155,1,37,49,106,86,2
1804011931,106,502,5,147,1,44,52,99,88,2
1804011932,113,508,5,137,1,45,51,97,83,2
1804011933,112,512,6,136,1,45,50,101,88,1
1804011934,114,514,8,126,1,49,52,105,94,1
1804011935,118,510,10,125,1,54,51,109,94,1
1804011936,114,498,12,120,1,59,49,107,91,2
1804011937,119,500,12,122,1,54,47,107,87,2
1804011938,122,497,11,126,1,53,51,101,95,2
1804011939,116,481,11,126,1,52,52,97,86,2
1804011940,107,475,11,121,1,49,52,96,88,2
1804011941,114,470,11,122,1,49,55,95,96,1
1804011942,119,468,11,129,1,48,53,101,101,1
1804011943,125,478,11,131,1,45,52,93,104,1
1804011944,124,475,12,134,1,51,51,96,101,1
1804011945,120,470,12,130,1,54,52,91,107,1
1804011946,131,475,13,134,1,54,52,98,98,1
1804011947,131,474,13,130,1,50,51,91,89,1
1804011948,128,489,13,126,1,55,52,99,91,1
1804011949,127,512,12,123,1,52,52,98,84,1
1804011950,126,508,12,118,1,58,53,92,85,1
1804011951,126,513,12,118,1,62,55,91,85,1
1804011952,124,506,14,117,1,62,56,95,87,1
1804011953,122,522,14,114,1,55,53,95,92,1
1804011954,129,529,14,112,1,57,52,99,84,1
1804011955,127,536,14,110,1,53,51,97,85,2
1804011956,137,522,13,105,1,53,53,93,88,2
1804011957,134,536,11,110,1,48,53,103,81,1
1804011958,133,539,11,122,1,55,48,104,78,1
1804011959,133,541,11,128,1,60,52,102,83,1
1804012000,136,533,12,136,1,57,52,104,86,1
1804012001,148,539,12,136,1,52,50,105,86,1
1804012002,140,530,13,143,1,48,49,99,86,1
1804012003,136,520,13,147,1,42,48,95,82,1
1804012004,141,519,14,143,1,37,49,92,98,1
1804012005,133,521,14,139,1,47,47,101,100,1
1804012006,126,509,15,142,1,50,46,96,102,1
1804012007,130,507,15,156,1,53,45,99,97,1
1804012008,132,502,16,160,1,49,45,100,93,1
1804012009,132,498,16,153,1,46,47,102,91,1
1804012010,132,486,15,149,1,47,48,100,94,1
1804012011,134,488,14,149,1,53,45,98,100,1
1804012012,140,485,14,146,1,49,45,97,99,1
1804012013,136,490,13,151,1,47,44,100,95,1
1804012014,141,480,14,156,1,46,45,99,96,1
1804012015,141,474,14,146,1,47,45,102,102,1
1804012016,144,481,14,152,1,49,42,103,107,1
1804012017,144,495,15,150,1,53,43,101,106,1
1804012018,144,485,15,143,1,57,42,105,103,1
1804012019,147,482,14,145,1,47,44,104,105,1
1804012020,143,482,14,151,1,46,47,101,110,1
1804012021,144,487,13,138,1,41,47,99,109,1
1804012022,140,470,13,139,1,43,48,105,104,1
1804012023,142,487,12,145,1,42,49,109,100,1
1804012024,152,486,12,140,1,38,49,111,99,1
1804012025,153,496,10,146,1,37,48,114,104,1
1804012026,146,490,9,143,1,40,48,111,106,2
1804012027,145,504,9,143,1,49,49,102,103,2
1804012028,142,505,9,143,1,53,49,108,104,2
1804012029,143,498,9,145,1,48,49,105,108,2
1804012030,140,506,8,143,1,44,46,99,99,2
1804012031,144,517,7,149,1,47,47,101,103,2
1804012032,139,506,6,147,1,47,47,101,104,2
1804012033,133,494,6,147,1,50,47,100,105,1
1804012034,133,486,6,151,1,45,45,93,111,1
1804012035,133,487,7,150,1,44,45,94,121,1
1804012036,129,475,7,141,1,46,44,102,118,1
1804012037,137,486,7,143,1,45,43,97,112,1
1804012038,143,475,6,141,1,49,46,94,109,1
1804012039,141,466,6,136,1,49,44,96,114,1
1804012040,134,481,7,134,1,46,45,102,111,1
1804012041,137,481,9,143,1,56,47,98,108,1
1804012042,145,479,9,143,1,57,45,99,97,1
1804012043,141,469,9,136,1,54,43,98,92,1
1804012044,144,469,9,148,1,50,43,99,91,1
1804012045,145,480,10,149,1,43,43,105,95,1
1804012046,144,480,9,138,1,45,43,104,100,1
1804012047,141,480,9,129,1,46,42,108,101,1
1804012048,137,501,9,128,1,46,43,105,90,1
1804012049,142,476,9,128,1,46,42,98,88,1
1804012050,134,490,10,123,1,48,42,102,93,1
1804012051,136,488,10,125,2,47,41,99,93,1
1804012052,136,488,10,127,2,52,40,102,103,2
1804012053,138,483,11,115,3,49,39,100,106,2
1804012054,140,489,11,117,3,50,41,94,105,1
1804012055,123,474,9,117,3,47,41,90,111,1
1804012056,131,473,8,120,3,49,40,95,106,2
1804012057,137,492,9,122,2,53,42,95,106,2
1804012058,134,505,9,117,2,56,41,95,110,1
1804012059,143,490,8,119,2,55,39,94,106,1
1804012100,144,494,6,118,2,53,39,88,102,1
1804012101,146,488,5,113,2,52,42,87,107,1
1804012102,146,475,6,119,2,46,46,88,102,1
1804012103,150,497,9,116,2,49,51,89,98,1
1804012104,155,486,9,118,3,52,49,88,107,1
1804012105,147,489,10,111,3,50,50,92,112,1
1804012106,152,487,9,108,3,59,52,90,102,1
1804012107,147,489,9,106,3,57,56,94,100,1
1804012108,152,474,8,107,3,58,56,98,101,1
1804012109,147,468,8,97,3,66,53,98,100,1
1804012110,136,482,8,106,3,57,52,100,99,1
1804012111,134,487,8,108,3,65,51,95,103,1
1804012112,133,494,7,102,3,69,52,100,117,1
1804012113,137,499,7,106,2,63,51,98,109,1
1804012114,132,509,6,107,3,52,48,104,106,1
1804012115,132,491,6,109,3,55,48,91,105,1
1804012116,132,498,5,112,3,47,51,91,102,1
1804012117,140,512,5,121,2,49,49,90,113,1
1804012118,141,510,5,111,2,48,50,99,118,1
1804012119,153,503,6,109,2,53,49,91,123,2
1804012120,156,502,6,110,2,52,51,102,121,2
1804012121,157,510,6,109,2,43,51,106,110,2
1804012122,150,525,7,114,2,45,49,110,114,3
1804012123,155,527,6,115,2,49,50,104,114,3
1804012124,150,531,7,119,1,53,47,101,115,3
1804012125,155,547,7,120,1,54,45,101,113,3
1804012126,162,530,8,118,1,60,48,100,108,2
1804012127,151,534,9,122,2,56,46,93,98,2
1804012128,143,548,9,113,2,62,44,95,102,2
1804012129,155,515,9,115,2,58,46,92,108,2
1804012130,152,514,9,119,2,57,47,82,111,2
1804012131,152,501,7,125,2,57,47,91,108,2
1804012132,146,505,7,124,1,49,47,99,108,2
1804012133,153,503,5,125,1,56,48,102,100,2
1804012134,151,499,6,125,1,56,49,100,106,1
1804012135,149,498,6,125,1,54,49,99,103,1
1804012136,149,513,6,129,1,54,49,103,98,1
1804012137,146,524,5,131,1,53,49,100,107,1
1804012138,146,530,6,132,1,57,50,108,114,1
1804012139,146,528,7,130,1,52,49,106,113,2
1804012140,147,547,7,124,1,56,50,98,102,2
1804012141,138,544,8,122,1,59,54,92,98,2
1804012142,137,533,9,131,1,50,52,95,101,2
1804012143,142,521,9,128,1,49,54,95,100,3
1804012144,144,523,8,132,1,54,53,93,104,3
1804012145,151,534,8,129,1,53,50,99,107,2
1804012146,140,540,9,124,1,58,50,101,101,2
1804012147,139,534,10,125,1,54,52,93,95,2
1804012148,137,516,10,118,1,56,50,91,92,2
1804012149,136,529,9,120,2,61,52,105,97,1
1804012150,147,540,12,117,2,62,52,101,96,1
1804012151,143,527,12,121,2,55,50,100,92,1
1804012152,139,519,13,119,2,52,50,111,87,1
1804012153,148,515,12,116,2,50,45,112,91,1
1804012154,141,518,12,123,2,49,45,106,95,2
1804012155,149,524,11,121,2,54,45,109,93,2
1804012156,141,522,12,123,1,57,47,106,92,2
1804012157,143,519,12,122,1,58,47,108,87,2
1804012158,144,525,13,124,1,57,48,116,93,2
1804012159,135,519,12,115,2,55,50,105,86,2
1804012200,127,532,11,124,2,57,49,104,81,2
1804012201,132,530,11,114,2,51,50,103,81,2
1804012202,133,535,12,115,2,49,51,103,91,1
1804012203,128,542,11,111,2,47,49,97,93,1
1804012204,130,556,11,106,2,48,45,98,90,1
1804012205,132,563,11,112,2,55,44,102,96,1
1804012206,130,559,11,107,2,57,46,99,95,1
1804012207,134,554,13,106,1,52,45,100,101,1
1804012208,133,528,13,108,1,51,47,100,96,2
1804012209,126,527,13,106,1,54,47,102,92,2
1804012210,135,538,12,108,1,53,48,100,91,2
1804012211,142,546,11,111,1,53,47,97,98,3
1804012212,143,543,12,113,1,55,46,99,102,3
1804012213,151,518,10,118,1,58,46,99,102,2
1804012214,152,542,10,119,1,55,44,104,98,2
1804012215,148,544,10,117,1,53,44,106,90,2
1804012216,150,533,10,113,1,53,44,105,92,2
1804012217,150,540,12,116,1,54,45,111,96,2
1804012218,153,538,12,103,1,60,43,105,92,2
1804012219,147,516,12,97,1,65,42,110,84,2
1804012220,141,535,12,105,1,66,44,105,74,2
1804012221,146,527,11,108,1,69,47,111,74,2
1804012222,153,532,12,106,1,63,44,111,75,2
1804012223,155,521,12,110,1,59,44,110,71,2
1804012224,158,529,12,105,1,59,43,114,81,2
1804012225,149,535,10,102,1,59,45,108,88,2
1804012226,151,533,10,102,1,56,43,114,91,2
1804012227,147,533,9,115,1,63,47,111,90,2
1804012228,149,529,8,112,1,55,49,109,94,2
1804012229,149,523,8,113,1,63,48,108,90,2
1804012230,146,527,9,112,1,61,47,110,87,2
1804012231,142,524,9,112,1,59,47,116,84,2
1804012232,141,526,9,112,1,63,46,113,80,2
1804012233,137,518,8,115,1,59,44,113,79,2
1804012234,129,517,9,115,1,60,44,107,78,2
1804012235,137,528,10,121,2,56,45,113,86,2
1804012236,137,526,10,121,2,55,46,112,87,2
1804012237,141,535,8,120,2,56,47,106,86,2
1804012238,140,536,8,113,2,57,47,108,92,2
1804012239,137,532,7,110,2,57,50,109,82,2
1804012240,138,542,9,114,2,56,53,108,82,3
1804012241,137,521,12,113,1,54,52,108,85,3
1804012242,132,514,12,115,1,53,52,102,88,2
1804012243,127,517,12,119,1,53,53,100,92,2
1804012244,121,513,13,113,1,53,54,108,85,2
1804012245,121,523,12,114,1,54,53,108,90,2
1804012246,121,525,15,104,1,53,55,110,86,2
1804012247,119,542,15,106,1,56,57,110,78,2
1804012248,121,552,15,117,1,53,57,111,77,2
1804012249,123,560,16,121,1,52,61,110,75,2
1804012250,126,569,17,109,1,50,62,112,76,2
1804012251,122,561,17,122,1,58,60,112,82,2
1804012252,124,572,18,118,1,60,58,106,84,2
1804012253,130,572,16,121,1,56,59,105,82,2
1804012254,128,573,18,125,1,59,58,107,82,2
1804012255,125,566,15,119,1,65,58,113,78,2
1804012256,117,565,14,116,1,52,57,113,68,2
1804012257,124,566,14,122,1,51,58,110,70,2
1804012258,122,584,13,111,1,50,56,110,69,2
1804012259,119,562,12,116,2,53,57,117,71,2
1804012300,124,540,13,111,2,52,56,109,71,2
1804012301,129,539,15,98,1,59,55,110,71,2
1804012302,131,534,16,90,1,58,55,112,72,2
1804012303,122,539,15,94,1,57,55,107,72,2
1804012304,128,552,16,97,1,60,55,105,77,3
1804012305,128,573,16,92,1,57,53,112,78,3
1804012306,130,574,16,93,1,56,52,104,71,3
1804012307,139,575,15,98,1,49,52,101,68,3
1804012308,138,570,14,108,1,55,53,101,70,3
1804012309,140,562,15,107,1,55,54,102,70,3
1804012310,142,560,14,108,1,52,55,104,74,3
1804012311,141,580,14,111,1,54,54,104,66,3
1804012312,138,566,13,112,1,54,55,106,63,4
1804012313,137,571,12,114,1,54,54,106,68,3
1804012314,137,578,11,115,1,59,50,109,76,3
1804012315,130,563,12,108,1,62,53,108,76,3
1804012316,129,546,14,110,1,60,53,108,71,4
1804012317,130,526,14,103,1,61,51,109,65,4
1804012318,131,499,14,99,1,52,49,105,62,4
1804012319,124,455,12,87,1,54,48,98,57,4
1804012320,130,506,13,93,1,56,52,109,59,4
1804012321,139,522,14,97,1,65,54,115,61,4
1804012322,135,519,13,96,1,61,55,117,62,4
1804012323,135,493,13,98,1,61,54,119,64,3
1804012324,140,494,13,101,1,60,52,115,56,3
1804012325,139,501,14,104,1,61,55,115,62,3
1804012326,135,518,14,100,1,54,56,123,64,3
1804012327,138,508,13,99,1,54,58,121,60,3
1804012328,146,512,14,99,1,51,56,119,66,3
1804012329,139,519,14,97,1,51,55,117,60,3
1804012330,139,524,14,93,1,57,54,114,65,3
1804012331,147,509,13,88,1,67,57,115,68,3
1804012332,148,507,13,82,1,63,55,119,67,3
1804012333,138,510,13,82,1,68,55,119,62,3
1804012334,136,485,14,79,1,62,55,122,63,2
1804012335,144,503,15,85,1,61,57,121,58,2
1804012336,134,498,15,88,1,59,56,121,64,2
1804012337,141,508,15,88,1,57,56,123,61,2
1804012338,142,518,15,87,1,62,58,126,62,2
1804012339,147,519,15,92,1,63,56,127,62,3
1804012340,146,519,16,91,1,62,53,132,54,3
1804012341,143,503,15,96,1,61,54,134,52,3
1804012342,151,508,15,104,1,59,54,134,61,4
1804012343,145,507,15,98,1,62,54,137,58,4
1804012344,137,496,16,96,1,59,54,131,58,3
1804012345,141,493,14,99,1,60,56,128,57,3
1804012346,147,482,14,99,2,62,57,129,56,3
1804012347,144,491,13,112,2,66,58,131,51,3
1804012348,140,478,13,108,2,61,57,127,54,4
1804012349,144,474,14,104,1,71,57,127,57,4
1804012350,142,472,14,109,1,64,58,135,52,4
1804012351,143,473,15,114,1,61,58,134,56,4
1804012352,141,471,15,112,1,56,57,130,53,4
1804012353,136,461,14,112,1,49,60,134,53,4
1804012354,142,465,15,113,1,61,59,135,53,3
1804012355,140,473,13,110,1,66,61,136,51,3
1804012356,146,462,13,112,1,67,61,137,40,3
1804012357,147,476,14,118,1,63,62,130,43,3
1804012358,141,461,13,106,1,60,62,127,46,4
1804012359,133,451,13,97,1,62,63,132,44,4